"active_player","x","state_number","state_colour","state_wild","state_win","turn_action","points","data$state_number","data$state_colour","data$state_wild","data$state_win"
1,45,TRUE,TRUE,FALSE,FALSE,"2",25,TRUE,TRUE,FALSE,FALSE
